title,lat,lon,MoreThan1Lang,lang1,lang2,lang3
koenen-li-lan97.jpg,21.310911,-157.861675,No,english,N/A,N/A
koenen-li-lan98.jpg,21.310927,-157.861881,No,N/A,N/A,N/A
koenen-li-lan99.jpg,21.310905,-157.862003,No,english,N/A,N/A
MaunakeaSt_IMG_5177.JPG,21.31195556,-157.8636167,Yes,chinese,english,N/A
MaunakeaSt_IMG_5179.JPG,21.31221944,-157.8629139,No,english,N/A,N/A
MaunakeaSt_IMG_5180.JPG,21.31219722,-157.8628528,Yes,english,chinese,N/A
MaunakeaSt_IMG_5181.JPG,21.310875,-157.8619389,Yes,chinese,english,N/A
MaunakeaSt_IMG_5182.JPG,21.31059722,-157.861725,Yes,english,chinese,N/A
MaunakeaSt_IMG_5183.JPG,21.31058889,-157.8616333,No,english,N/A,N/A
MaunakeaSt_IMG_5184.JPG,21.31071389,-157.8616472,No,english,N/A,N/A
MaunakeaSt_IMG_5186.JPG,21.311625,-157.8612528,Yes,chinese,english,N/A
MaunakeaSt_IMG_5187.JPG,21.31161389,-157.8612361,Yes,chinese,english,unknown
MaunakeaSt_IMG_5188.JPG,21.31112778,-157.8619222,Yes,english,chinese,N/A
MaunakeaSt_IMG_5189.JPG,21.31163056,-157.8624278,No,english,N/A,N/A
MaunakeaSt_IMG_5190.JPG,21.31193056,-157.8625944,Yes,english,chinese,N/A
MaunakeaSt_IMG_5193.JPG,21.31156111,-157.8634639,Yes,english,chinese,N/A
MaunakeaSt_IMG_5194.JPG,21.31149444,-157.8634194,Yes,chinese,english,N/A
MaunakeaSt_IMG_5195.JPG,21.31109167,-157.8632361,Yes,english,chinese,N/A
